plot_size_sqft,building_size_sqft,num_floors,budget_amount,budget_per_sqft,plot_shape_code,topography_code,num_bedrooms,num_bathrooms,total_rooms,design_style_code,customization_level,design_complexity_score,development_constraint_level,kerala_district_code,construction_start_month,monsoon_exposure_score,district_risk_tier,terrain_code,rainfall_code,flood_risk_code,effective_monsoon_score,cost_overrun_risk
4394,2459,5,2938505,1195,1,1,2,4,8,0,2,15,2,3,1,0.1667,1,1,2,1,0.1667,2
3129,2655,3,2588625,975,0,1,3,3,8,1,2,11,0,3,9,0.3444,1,3,2,2,0.3444,2
4390,3219,4,14256951,4429,0,0,4,2,8,2,4,16,2,8,8,0.5111,0,1,1,0,0.3578,2
1224,3430,3,2009980,586,0,0,6,2,10,0,1,8,1,9,11,0.0889,0,2,2,1,0.0889,1
1542,3862,3,5947480,1540,3,1,1,3,6,2,3,13,0,7,6,0.8444,0,0,2,0,0.8444,1
4415,2085,2,8508885,4081,2,2,5,3,10,2,2,10,1,0,4,0.6667,0,0,1,0,0.4667,1
958,2686,5,7743738,2883,3,1,5,4,11,2,1,13,2,10,4,0.6667,0,0,2,0,0.6667,2
2178,3345,3,24013755,7179,3,3,3,2,7,0,1,11,3,10,8,0.5111,0,0,2,0,0.5111,2
1915,2437,2,3579953,1469,0,0,4,2,8,2,0,4,1,3,9,0.3444,1,0,2,1,0.3444,1
1324,664,4,765592,1153,0,3,3,1,6,0,3,17,0,0,6,0.8444,0,0,1,0,0.5911,2
4111,1210,2,934120,772,1,2,3,3,8,2,1,8,0,1,5,0.7556,0,1,2,0,0.7556,2
4278,2247,2,11947299,5317,2,0,6,1,9,2,5,14,3,4,1,0.1667,1,3,2,2,0.1667,2
829,3111,4,1182180,380,1,2,3,4,9,3,5,18,2,0,1,0.1667,0,2,1,1,0.1167,2
1180,3654,4,5656392,1548,1,0,4,4,10,0,4,16,3,7,5,0.7556,0,1,2,0,0.7556,2
1601,813,3,1250394,1538,3,0,5,3,10,2,0,6,2,9,1,0.1667,0,1,2,0,0.1667,1
4178,3117,4,2007348,644,1,3,6,3,11,1,3,17,1,3,10,0.1778,1,1,2,1,0.1778,2
2699,3622,5,23064896,6368,0,0,3,1,6,1,1,12,2,6,12,0.0,0,2,2,2,0.0,1
3967,634,2,5442890,8585,3,0,6,4,12,0,1,6,0,4,5,0.7556,1,1,2,0,0.7556,2
2200,2499,2,9101358,3642,0,3,3,4,9,0,3,13,2,6,2,0.3333,0,2,2,2,0.3333,1
2275,1794,1,3842748,2142,2,0,2,3,7,0,3,8,2,1,9,0.3444,0,2,2,1,0.3444,1
1539,3859,3,6641339,1721,1,1,3,2,7,2,5,17,1,9,5,0.7556,0,0,2,1,0.7556,2
4702,922,3,743132,806,3,3,6,4,12,3,4,17,0,4,9,0.3444,1,5,3,0,0.4477,2
3500,3837,5,33746415,8795,3,0,5,1,8,2,4,18,1,0,1,0.1667,0,2,1,1,0.1167,1
2088,1853,2,4497231,2427,0,0,4,1,7,0,0,4,1,2,7,0.6778,1,4,2,0,0.6778,2
3804,2501,4,12940174,5174,1,3,3,4,9,1,5,18,3,5,1,0.1667,2,1,2,0,0.1667,2
1063,789,4,1946463,2467,3,0,1,2,5,3,2,12,0,3,1,0.1667,1,0,2,1,0.1667,1
1193,1005,5,2322555,2311,1,3,5,3,10,3,4,18,3,1,7,0.6778,0,1,2,0,0.6778,2
1284,2631,3,10692384,4064,2,0,1,2,5,1,0,6,2,6,8,0.5111,0,1,2,0,0.5111,1
2509,2682,3,10183554,3797,0,2,6,2,10,2,4,16,1,1,3,0.5,0,3,2,2,0.5,2
1951,3308,5,7022884,2123,1,2,4,4,10,3,3,18,1,7,4,0.6667,0,1,2,0,0.6667,2
2728,1260,2,3131100,2485,0,0,1,2,5,3,5,14,1,10,12,0.0,0,2,2,1,0.0,1
2403,3528,2,3718512,1054,2,2,6,1,9,1,4,14,0,0,10,0.1778,0,1,1,0,0.1245,1
3508,3704,2,1677912,453,1,0,4,3,9,2,2,8,3,8,3,0.5,0,4,1,0,0.35,2
4685,3809,5,6143917,1613,3,3,2,4,8,1,4,18,3,2,11,0.0889,1,0,2,1,0.0889,2
4826,2711,4,4483994,1654,2,1,5,3,10,0,0,9,1,8,9,0.3444,0,1,1,0,0.2411,1
4283,2900,3,13876500,4785,3,1,4,4,10,3,0,7,3,6,11,0.0889,0,3,2,2,0.0889,1
1395,434,5,219170,505,1,3,3,2,7,1,0,13,2,6,1,0.1667,0,0,2,1,0.1667,2
3058,3292,5,2676396,813,3,0,2,3,7,0,3,16,0,9,3,0.5,0,4,2,0,0.5,2
2709,3326,2,11966948,3598,2,0,6,1,9,1,3,10,2,8,1,0.1667,0,0,0,0,0.0667,0
4428,907,4,1046678,1154,2,3,5,1,8,1,4,18,3,6,5,0.7556,0,2,2,2,0.7556,2
3856,2895,5,5364435,1853,2,3,1,1,4,2,5,18,1,3,2,0.3333,1,3,2,2,0.3333,2
1723,2020,5,1933140,957,2,3,6,3,11,1,5,18,1,13,5,0.7556,0,2,2,1,0.7556,2
787,1007,5,909321,903,2,2,3,4,9,1,3,18,2,10,1,0.1667,0,0,2,0,0.1667,2
1449,2407,4,5384459,2237,0,2,1,4,7,2,3,16,2,1,7,0.6778,0,1,2,0,0.6778,2
3630,2964,4,22342632,7538,2,0,1,3,6,2,3,14,3,2,5,0.7556,1,4,2,0,0.7556,2
743,3281,5,13977060,4260,1,0,2,2,6,3,1,12,1,7,1,0.1667,0,2,2,1,0.1667,1
4846,1590,4,5196120,3268,0,2,5,4,11,0,1,12,1,1,11,0.0889,0,4,2,0,0.0889,1
1585,3389,5,4961496,1464,2,2,6,3,11,1,3,18,3,7,3,0.5,0,1,2,0,0.5,2
4890,2717,1,6197477,2281,3,2,4,4,10,3,4,12,3,3,10,0.1778,1,2,2,2,0.1778,2
3341,3377,2,6396038,1894,0,0,5,3,10,2,3,10,3,9,7,0.6778,0,1,2,0,0.6778,2
1112,1635,1,2475390,1514,3,2,6,2,10,2,5,14,0,0,2,0.3333,0,2,1,1,0.2333,1
2979,3850,5,15665650,4069,2,3,5,4,11,0,3,18,0,2,5,0.7556,1,5,3,0,0.9823,2
3554,1136,1,1582448,1393,3,0,2,4,8,3,2,6,0,9,1,0.1667,0,0,2,1,0.1667,0
642,2657,1,3432844,1292,1,2,4,1,7,3,0,4,1,8,5,0.7556,0,4,1,0,0.5289,2
3755,3680,2,31401440,8533,0,2,2,4,8,3,3,12,2,11,8,0.5111,2,5,3,0,0.6644,2
889,3685,1,16722530,4538,3,0,5,1,8,2,0,2,1,13,2,0.3333,0,2,2,1,0.3333,1
4118,1609,1,7639532,4748,3,2,6,2,10,3,4,12,1,9,10,0.1778,0,0,2,1,0.1778,1
1727,2905,4,6300945,2169,2,2,2,2,6,0,1,12,1,10,7,0.6778,0,2,2,1,0.6778,2
1471,3136,2,16881088,5383,3,3,3,1,6,2,0,7,1,6,10,0.1778,0,1,2,0,0.1778,1
4712,1793,2,13886785,7745,1,0,5,1,8,3,3,10,0,7,11,0.0889,0,0,2,0,0.0889,0
1320,630,5,1811250,2875,1,1,3,1,6,0,1,13,1,9,2,0.3333,0,0,2,1,0.3333,1
2739,2374,3,738314,311,1,0,3,4,9,3,1,8,0,0,12,0.0,0,2,1,1,0.0,1
1978,1493,4,883856,592,2,3,3,2,7,2,4,18,3,11,2,0.3333,2,5,3,0,0.4333,2
2067,1958,2,1378432,704,1,1,5,1,8,0,2,9,3,10,10,0.1778,0,4,2,0,0.1778,2
3498,3807,3,2539269,667,2,3,2,3,7,0,1,11,1,12,9,0.3444,0,4,2,0,0.3444,2
1957,2532,2,2585172,1021,3,1,5,4,11,3,2,9,1,6,2,0.3333,0,3,2,2,0.3333,1
860,2507,1,1418962,566,0,2,2,4,8,1,4,12,0,1,11,0.0889,0,2,2,1,0.0889,1
1525,2562,5,5667144,2212,2,1,2,2,6,2,2,15,0,0,4,0.6667,0,2,1,1,0.4667,2
703,968,1,2201232,2274,2,3,4,1,7,3,4,13,0,6,9,0.3444,0,3,2,2,0.3444,1
3891,3631,3,21800524,6004,3,3,2,2,6,2,4,17,3,6,4,0.6667,0,3,2,2,0.6667,2
997,3539,4,9120003,2577,3,1,4,4,10,2,0,9,0,0,3,0.5,0,1,1,0,0.35,1
3841,1461,2,7005495,4795,1,2,4,2,8,1,3,12,1,1,9,0.3444,0,1,2,0,0.3444,1
4044,1529,5,1088648,712,2,0,1,3,6,1,1,12,3,7,12,0.0,0,0,2,0,0.0,1
2351,1265,1,1057540,836,1,2,5,3,10,3,0,4,2,5,4,0.6667,2,5,3,0,0.8667,2
964,666,3,3005658,4513,0,1,2,2,6,0,4,15,0,4,4,0.6667,1,3,2,2,0.6667,2
4141,2152,4,10841776,5038,1,1,6,4,12,0,0,9,3,11,12,0.0,2,5,3,0,0.0,2
668,676,1,1261416,1866,2,1,4,1,7,3,4,11,0,11,5,0.7556,2,4,3,0,0.9823,2
3628,2069,5,8944287,4323,3,0,2,3,7,3,1,12,3,13,12,0.0,0,1,2,0,0.0,1
1457,531,3,1232982,2322,3,0,6,2,10,2,1,8,3,0,4,0.6667,0,0,1,0,0.4667,1
2246,870,4,713400,820,0,3,6,2,10,3,4,18,3,0,5,0.7556,0,1,1,0,0.5289,2
2187,1060,3,2534460,2391,3,2,4,3,9,3,0,8,2,4,6,0.8444,1,0,2,1,0.8444,2
2205,1581,2,12880407,8147,0,1,1,2,5,1,4,13,2,6,9,0.3444,0,4,2,0,0.3444,1
2525,3569,2,11627802,3258,2,0,3,2,7,0,2,8,3,6,2,0.3333,0,3,2,2,0.3333,1
3694,2292,4,3419664,1492,0,0,4,1,7,0,5,18,2,6,7,0.6778,0,0,2,1,0.6778,2
1866,2935,4,2436050,830,3,1,3,2,7,2,1,11,0,10,7,0.6778,0,2,2,1,0.6778,2
4709,1437,4,1406823,979,3,1,2,3,7,3,0,9,1,7,4,0.6667,0,4,3,0,0.8667,2
3598,1741,1,5064569,2909,3,3,1,3,6,2,5,15,3,4,2,0.3333,1,1,2,0,0.3333,2
3813,2418,1,5602506,2317,2,3,1,3,6,3,3,11,2,8,10,0.1778,0,4,1,0,0.1245,1
1263,3950,4,1761700,446,0,3,6,2,10,2,0,11,3,7,6,0.8444,0,0,2,0,0.8444,2
1950,1099,5,676984,616,1,3,3,4,9,1,3,18,2,9,1,0.1667,0,0,2,1,0.1667,2
1616,904,2,1404816,1554,1,1,4,1,7,2,0,5,0,6,1,0.1667,0,2,2,2,0.1667,1
4441,993,4,3368256,3392,0,2,1,4,7,2,1,12,3,11,6,0.8444,2,5,3,0,1.0,2
1227,1627,2,7952776,4888,1,3,4,1,7,2,5,17,3,7,4,0.6667,0,0,2,0,0.6667,2
2193,701,3,2668006,3806,2,0,2,4,8,1,3,12,3,9,2,0.3333,0,0,2,1,0.3333,1
4076,1970,4,3242620,1646,2,3,5,3,10,0,2,15,3,0,2,0.3333,0,1,1,0,0.2333,2
1953,3099,4,948294,306,3,2,4,1,7,2,3,16,2,1,3,0.5,0,3,2,2,0.5,2
4591,742,1,3264800,4400,3,3,1,1,4,0,1,7,2,8,6,0.8444,0,0,0,0,0.3378,1
2117,436,5,748176,1716,1,1,4,2,8,0,3,17,1,9,11,0.0889,0,0,2,1,0.0889,1
4321,3507,5,4411806,1258,3,1,4,3,9,3,1,13,0,12,5,0.7556,0,0,2,0,0.7556,2
4948,893,2,3136216,3512,2,0,1,1,4,1,0,4,0,10,6,0.8444,0,0,2,0,0.8444,1
3329,1293,3,2960970,2290,2,1,4,3,9,0,0,7,2,4,9,0.3444,1,3,2,2,0.3444,2
3714,3100,5,5744300,1853,2,1,3,4,9,1,3,17,3,13,4,0.6667,0,0,2,0,0.6667,2
2087,1367,5,2795515,2045,0,1,4,3,9,1,2,15,1,9,4,0.6667,0,0,2,1,0.6667,2
2598,3342,5,2045304,612,2,0,6,1,9,2,0,10,2,7,6,0.8444,0,1,2,0,0.8444,2
1333,1152,5,1202688,1044,3,1,3,3,8,0,5,18,1,0,2,0.3333,0,2,1,1,0.2333,2
2405,3763,4,3612480,960,3,3,2,3,7,0,5,18,1,9,4,0.6667,0,2,2,1,0.6667,2
4311,2752,1,1552128,564,1,0,3,3,8,0,4,10,3,8,9,0.3444,0,4,1,0,0.2411,2
2299,2982,1,21893844,7342,1,2,2,3,7,2,3,10,0,7,11,0.0889,0,1,2,0,0.0889,1
1099,1244,5,2947036,2369,0,1,5,2,9,1,3,17,2,6,12,0.0,0,2,2,2,0.0,1
1638,1453,5,4309598,2966,3,3,6,4,12,0,2,17,3,0,5,0.7556,0,1,1,0,0.5289,2
1954,672,5,327264,487,0,3,2,1,5,2,4,18,3,3,1,0.1667,1,2,2,2,0.1667,2
807,473,4,859441,1817,1,0,2,4,8,1,1,10,1,6,12,0.0,0,2,2,2,0.0,1
3586,1159,4,1254038,1082,0,1,4,3,9,3,0,9,1,8,8,0.5111,0,0,0,0,0.2044,1
3875,2411,2,5072744,2104,1,2,3,3,8,3,4,14,1,10,1,0.1667,0,0,2,0,0.1667,1
1325,1950,4,1425450,731,2,1,2,1,5,1,4,17,1,6,3,0.5,0,2,2,2,0.5,2
2334,3796,3,2042248,538,3,1,6,3,11,1,3,13,1,10,6,0.8444,0,2,2,1,0.8444,2
4721,400,3,1637600,4094,3,1,4,2,8,1,1,9,3,2,12,0.0,1,5,3,0,0.0,2
3965,3615,1,25348380,7012,1,1,4,3,9,2,5,13,1,8,10,0.1778,0,0,0,0,0.0711,0
2373,1751,4,1530374,874,2,2,2,4,8,2,0,10,2,12,9,0.3444,0,2,2,1,0.3444,2
3998,2559,5,21375327,8353,2,1,5,1,8,3,5,18,1,10,3,0.5,0,4,2,0,0.5,2
2586,871,2,2498028,2868,3,2,2,2,6,0,3,12,3,9,6,0.8444,0,4,2,0,0.8444,2
4549,1357,1,3175380,2340,1,3,1,3,6,1,4,13,3,6,3,0.5,0,0,2,1,0.5,2
2186,2740,3,4548400,1660,3,1,2,1,5,1,1,9,0,8,11,0.0889,0,0,0,0,0.0356,0
2715,908,2,1406492,1549,3,3,4,4,10,3,4,15,2,4,1,0.1667,1,1,2,0,0.1667,2
1160,2519,2,6244601,2479,3,2,4,1,7,3,0,6,2,12,5,0.7556,0,4,2,0,0.7556,2
3137,2686,2,5839364,2174,3,0,5,1,8,2,3,10,2,7,4,0.6667,0,2,2,1,0.6667,2
2198,3990,2,1611960,404,0,3,6,1,9,3,4,15,1,0,11,0.0889,0,1,1,0,0.0622,2
3366,951,4,4396473,4623,3,1,6,3,11,0,3,15,0,9,9,0.3444,0,1,2,0,0.3444,1
4453,1009,2,1750615,1735,2,2,4,2,8,0,0,6,3,4,3,0.5,1,4,2,0,0.5,2
2600,1066,5,3490084,3274,0,2,5,1,8,1,5,18,3,8,2,0.3333,0,5,1,0,0.2333,2
4972,2399,3,4927546,2054,3,1,2,4,8,1,4,15,3,10,5,0.7556,0,2,2,1,0.7556,2
4803,681,5,1402860,2060,1,0,3,4,9,0,1,12,1,6,1,0.1667,0,2,2,2,0.1667,1
4786,632,3,3082264,4877,2,0,5,3,10,3,3,12,3,9,8,0.5111,0,4,2,0,0.5111,2
4439,2796,5,12945480,4630,2,3,3,3,8,0,1,15,3,0,12,0.0,0,4,2,0,0.0,2
4078,2786,2,7781298,2793,2,1,1,1,4,3,2,9,3,7,10,0.1778,0,2,2,1,0.1778,1
2947,2792,2,15467680,5540,0,3,4,4,10,0,1,9,3,2,1,0.1667,1,1,2,1,0.1667,2
1916,2704,4,4756336,1759,0,0,2,2,6,3,3,14,2,3,1,0.1667,1,1,2,1,0.1667,2
3418,1753,4,573231,327,1,0,1,1,4,2,0,8,2,0,2,0.3333,0,1,1,0,0.2333,2
2639,2962,5,8714204,2942,0,1,4,4,10,3,5,18,3,9,12,0.0,0,4,2,0,0.0,2
3907,3032,1,5809312,1916,3,1,2,3,7,1,1,5,2,0,12,0.0,0,2,1,1,0.0,1
4610,2789,2,2471054,886,2,0,2,1,5,1,2,8,1,9,1,0.1667,0,2,2,1,0.1667,1
4789,1518,4,5774472,3804,1,3,5,4,11,3,1,13,2,4,4,0.6667,1,3,2,2,0.6667,2
1736,435,3,2098875,4825,1,0,5,1,8,3,5,16,2,6,3,0.5,0,1,2,0,0.5,2
1724,1294,1,3119834,2411,3,2,3,3,8,0,1,6,0,0,2,0.3333,0,2,1,1,0.2333,1
4867,736,4,770592,1047,3,2,1,2,5,0,1,12,1,12,4,0.6667,0,4,2,0,0.6667,2
4366,874,5,581210,665,0,1,5,4,11,2,2,15,2,7,6,0.8444,0,1,2,0,0.8444,2
4684,2772,5,1682604,607,2,2,1,3,6,2,0,12,1,0,12,0.0,0,2,1,1,0.0,1
819,1124,2,7141896,6354,1,1,3,2,7,0,3,11,3,9,3,0.5,0,2,2,1,0.5,2
796,909,4,3150594,3466,2,1,3,1,6,2,3,15,3,10,2,0.3333,0,0,2,0,0.3333,2
3106,913,4,1603228,1756,0,1,6,2,10,2,4,17,0,10,7,0.6778,0,1,2,0,0.6778,2
3613,3611,5,3686831,1021,3,3,4,3,9,1,3,18,0,6,5,0.7556,0,4,2,0,0.7556,2
1252,3790,1,33037430,8717,1,2,4,1,7,2,1,6,1,6,3,0.5,0,1,2,0,0.5,1
3936,3877,3,1306549,337,0,1,5,2,9,2,3,13,2,5,8,0.5111,2,5,3,0,0.6644,2
4101,1586,3,3449550,2175,3,1,6,1,9,0,2,11,0,0,1,0.1667,0,0,1,0,0.1167,0
1137,3886,2,7853606,2021,2,2,4,1,7,0,0,6,3,2,9,0.3444,1,1,2,1,0.3444,2
1919,805,3,825930,1026,2,2,3,4,9,3,0,8,2,4,10,0.1778,1,4,2,0,0.1778,2
2276,3518,3,15957648,4536,2,2,5,2,9,2,1,10,3,10,4,0.6667,0,1,2,0,0.6667,2
1887,1199,3,5438664,4536,1,3,2,2,6,0,2,13,3,12,3,0.5,0,0,2,0,0.5,2
1055,1050,1,373800,356,0,0,2,4,8,3,2,6,1,1,7,0.6778,0,2,2,1,0.6778,2
1913,3045,5,19481910,6398,1,2,6,3,11,3,5,18,0,10,7,0.6778,0,2,2,1,0.6778,2
2214,1222,2,1021592,836,0,1,5,2,9,1,5,15,2,10,3,0.5,0,2,2,1,0.5,2
1994,2105,5,1505075,715,1,3,1,4,7,3,0,13,2,6,8,0.5111,0,0,2,1,0.5111,2
2923,3295,4,24191890,7342,2,2,3,2,7,1,1,12,0,13,10,0.1778,0,2,2,1,0.1778,1
4751,1311,2,9064254,6914,2,3,6,4,12,2,0,7,1,0,7,0.6778,0,1,1,0,0.4745,1
826,3495,4,23692605,6779,2,1,6,4,12,0,4,17,0,6,4,0.6667,0,1,2,0,0.6667,2
1185,1778,4,4875276,2742,1,3,2,1,5,2,2,15,3,7,7,0.6778,0,0,2,0,0.6778,2
2700,1649,2,969612,588,1,1,4,3,9,2,2,9,0,10,9,0.3444,0,2,2,1,0.3444,1
4584,2481,4,3453552,1392,2,3,1,1,4,0,0,11,2,7,3,0.5,0,2,2,1,0.5,2
1403,3667,1,4983453,1359,1,1,1,3,6,1,4,11,3,0,3,0.5,0,1,1,0,0.35,1
1932,3116,5,6546716,2101,0,1,3,1,6,0,2,15,1,9,12,0.0,0,1,2,0,0.0,1
4240,1913,4,10544456,5512,1,1,5,1,8,1,2,13,1,10,3,0.5,0,1,2,0,0.5,2
2239,654,1,848238,1297,1,1,3,4,9,1,3,9,3,8,12,0.0,0,0,0,0,0.0,0
738,2522,1,2968394,1177,2,2,6,2,10,0,0,4,2,0,3,0.5,0,0,1,0,0.35,1
2916,1528,5,3674840,2405,2,3,1,1,4,0,4,18,1,11,11,0.0889,2,5,3,0,0.1156,2
4026,1668,1,4590336,2752,1,2,1,2,5,3,5,14,2,3,2,0.3333,1,3,2,2,0.3333,2
3812,1934,1,3633986,1879,1,1,1,4,7,0,0,3,2,0,2,0.3333,0,2,1,1,0.2333,1
1277,2654,4,7163146,2699,3,3,1,3,6,1,0,11,0,0,12,0.0,0,1,1,0,0.0,1
4706,3356,5,26911764,8019,1,2,3,2,7,0,0,12,1,10,9,0.3444,0,2,2,1,0.3444,2
2964,526,5,1019914,1939,2,1,2,1,5,1,4,18,1,3,12,0.0,1,2,2,2,0.0,2
4974,851,2,765900,900,1,3,6,1,9,2,1,9,1,10,3,0.5,0,0,2,0,0.5,1
3877,2024,2,1414776,699,3,2,5,1,8,3,3,12,0,12,3,0.5,0,4,2,0,0.5,2
4513,1847,4,3219321,1743,1,2,4,4,10,3,1,12,3,13,7,0.6778,0,2,2,1,0.6778,2
2685,1373,3,639818,466,3,3,1,1,4,1,2,13,0,12,5,0.7556,0,2,2,1,0.7556,2
868,3665,2,1909465,521,3,2,3,2,7,1,3,12,0,10,1,0.1667,0,4,2,0,0.1667,1
3102,1385,3,5120345,3697,0,1,2,2,6,3,2,11,0,6,8,0.5111,0,0,2,1,0.5111,1
3868,3726,2,3085128,828,1,0,2,3,7,1,4,12,2,3,1,0.1667,1,1,2,1,0.1667,2
3860,1522,3,1640716,1078,1,1,2,3,7,3,1,9,3,10,6,0.8444,0,2,2,1,0.8444,2
4941,3230,3,20746290,6423,3,2,5,1,8,1,0,8,0,6,2,0.3333,0,3,2,2,0.3333,1
1105,3216,2,6030000,1875,1,0,4,1,7,1,4,12,2,3,1,0.1667,1,0,2,1,0.1667,1
2947,740,4,1560660,2109,2,1,4,4,10,0,0,9,0,1,10,0.1778,0,1,2,0,0.1778,1
4926,1874,2,7274868,3882,0,2,4,3,9,1,0,6,3,1,7,0.6778,0,1,2,0,0.6778,2
805,3807,5,4865346,1278,1,3,3,4,9,3,4,18,2,10,9,0.3444,0,1,2,0,0.3444,2
2896,1232,4,4866400,3950,1,2,3,3,8,2,3,16,3,8,10,0.1778,0,4,1,0,0.1245,2
1803,3356,1,24995488,7448,3,0,3,1,6,0,1,4,1,8,4,0.6667,0,0,0,0,0.2667,1
1324,1964,4,13335560,6790,3,3,6,2,10,2,2,15,2,0,12,0.0,0,4,2,0,0.0,2
729,3415,2,14534240,4256,3,1,3,3,8,2,4,13,1,9,3,0.5,0,1,2,0,0.5,1
3137,2727,1,1287144,472,0,1,6,2,10,1,3,9,3,12,5,0.7556,0,2,2,1,0.7556,2
2435,3272,5,7584496,2318,2,2,2,4,8,0,2,16,0,0,4,0.6667,0,2,1,1,0.4667,2
2190,2643,5,3988287,1509,0,0,5,1,8,3,3,16,3,4,12,0.0,1,5,3,0,0.0,2
1778,2534,2,2412368,952,2,0,2,2,6,2,5,14,1,1,12,0.0,0,3,2,2,0.0,1
3451,1724,2,1475744,856,2,2,3,3,8,2,1,8,2,2,5,0.7556,1,0,2,1,0.7556,2
2561,2872,1,13934944,4852,0,2,4,4,10,1,5,14,1,4,1,0.1667,1,3,2,2,0.1667,2
3546,923,5,1052220,1140,2,2,1,4,7,3,2,16,2,6,12,0.0,0,0,2,1,0.0,1
2766,781,1,1911888,2448,0,1,2,1,5,0,1,5,0,0,3,0.5,0,2,1,1,0.35,1
3719,3806,1,2192256,576,2,0,3,4,9,2,4,10,2,4,10,0.1778,1,4,2,0,0.1778,2
3813,1795,3,1313940,732,0,1,1,4,7,0,2,11,0,0,4,0.6667,0,4,2,0,0.6667,2
2270,533,1,1630980,3060,3,1,6,2,10,1,3,9,3,2,2,0.3333,1,5,3,0,0.4333,2
4679,3604,4,15983740,4435,2,2,5,2,9,2,1,12,2,7,1,0.1667,0,1,2,0,0.1667,1
1284,480,4,1044960,2177,2,3,1,3,6,2,3,17,2,1,8,0.5111,0,1,2,0,0.5111,2
2857,3493,3,20671574,5918,0,0,3,4,9,1,4,14,0,6,4,0.6667,0,0,2,1,0.6667,2
2203,3395,1,4861640,1432,0,1,2,4,8,2,2,7,3,9,5,0.7556,0,4,2,0,0.7556,2
4650,636,3,635364,999,1,0,4,4,10,3,3,12,1,6,11,0.0889,0,0,2,1,0.0889,1
3047,3300,5,1164900,353,1,3,2,4,8,1,0,13,0,7,11,0.0889,0,4,3,0,0.1156,2
4318,1937,1,4346628,2244,3,0,4,1,7,3,0,2,2,8,12,0.0,0,0,0,0,0.0,0
2846,2791,1,6380226,2286,1,1,5,2,9,2,5,13,2,1,6,0.8444,0,3,2,2,0.8444,2
3651,1033,4,2459573,2381,3,0,4,1,7,2,4,16,1,12,3,0.5,0,0,2,0,0.5,2
4244,3015,4,12195675,4045,1,3,1,4,7,0,1,13,0,2,11,0.0889,1,4,2,0,0.0889,1
2096,1086,1,9755538,8983,2,3,3,3,8,0,0,5,0,6,11,0.0889,0,1,2,0,0.0889,0
1187,1242,2,550206,443,0,0,2,2,6,1,1,6,0,6,10,0.1778,0,2,2,2,0.1778,1
3311,1292,5,1149880,890,2,2,3,4,9,0,1,14,0,11,12,0.0,2,5,3,0,0.0,2
1033,3934,1,9256702,2353,2,2,1,2,5,1,0,4,3,6,12,0.0,0,1,2,0,0.0,1
994,1595,3,3067185,1923,1,3,5,4,11,3,2,13,3,4,11,0.0889,1,1,2,0,0.0889,1
4368,2834,4,12254216,4324,0,0,2,4,8,1,5,18,0,8,11,0.0889,0,0,0,0,0.0356,1
1208,2227,5,6665411,2993,1,1,1,4,7,1,3,17,3,0,1,0.1667,0,1,1,0,0.1167,1
1617,3890,5,4695230,1207,2,1,3,3,8,0,5,18,2,12,1,0.1667,0,4,2,0,0.1667,2
2833,1376,1,645344,469,1,1,3,3,8,1,5,13,1,4,10,0.1778,1,1,2,0,0.1778,2
798,3648,4,8014656,2197,0,2,3,1,6,1,3,16,0,3,12,0.0,1,3,2,2,0.0,2
2026,2828,2,3631152,1284,3,3,6,3,11,3,0,7,1,10,10,0.1778,0,1,2,0,0.1778,1
1368,3142,3,4225990,1345,3,3,4,4,10,2,2,13,3,12,4,0.6667,0,0,2,0,0.6667,2
3570,2544,5,8443536,3319,2,2,6,4,12,1,4,18,0,3,9,0.3444,1,3,2,2,0.3444,2
2440,2310,1,1785630,773,2,2,5,2,9,0,1,6,2,0,12,0.0,0,2,1,1,0.0,1
2167,2210,3,2320500,1050,3,0,5,3,10,0,5,16,0,3,8,0.5111,1,0,2,1,0.5111,2
3170,1931,3,778193,403,1,2,2,4,8,0,4,16,0,4,3,0.5,1,1,2,0,0.5,2
1907,859,4,5286286,6154,3,0,5,4,11,0,0,8,3,3,1,0.1667,1,1,2,1,0.1667,2
4866,1753,3,3809269,2173,0,3,5,1,8,3,5,18,3,3,9,0.3444,1,0,2,1,0.3444,2
4292,2803,5,1404303,501,0,3,4,1,7,3,4,18,3,6,1,0.1667,0,1,2,0,0.1667,2
3638,3523,5,4555239,1293,1,2,4,2,8,3,5,18,2,6,3,0.5,0,2,2,2,0.5,2
4297,1370,4,915160,668,1,3,6,2,10,3,5,18,3,10,1,0.1667,0,0,2,0,0.1667,2
3239,1165,5,495125,425,3,0,3,4,9,0,3,16,1,3,4,0.6667,1,1,2,1,0.6667,2
2644,2363,3,17982430,7610,2,2,3,3,8,2,4,16,1,6,12,0.0,0,0,2,1,0.0,1
2357,1022,4,3700662,3621,1,1,3,3,8,0,1,11,0,6,7,0.6778,0,1,2,0,0.6778,2
3483,3932,2,25860764,6577,0,0,3,2,7,0,0,4,1,0,5,0.7556,0,1,1,0,0.5289,1
3632,1524,4,2506980,1645,3,0,5,1,8,2,4,16,0,3,1,0.1667,1,3,2,2,0.1667,2
3814,1156,1,5562672,4812,0,3,6,2,10,0,5,15,2,6,8,0.5111,0,0,2,1,0.5111,2
4071,856,5,4860368,5678,1,2,3,1,6,2,5,18,2,7,12,0.0,0,2,2,1,0.0,2
4588,2206,1,3500922,1587,1,0,5,1,8,2,5,12,0,1,9,0.3444,0,2,2,1,0.3444,1
1202,3587,5,27935556,7788,0,1,4,4,10,2,3,17,1,9,2,0.3333,0,0,2,1,0.3333,1
