plot_size_sqft,building_size_sqft,num_floors,planned_duration_months,plot_shape_code,topography_code,design_complexity_score,customization_level,site_difficulty_score,kerala_district_code,construction_start_month,monsoon_exposure_score,district_risk_tier,terrain_code,rainfall_code,flood_risk_code,effective_monsoon_score,time_delay_risk
3422,2790,2,32,3,0,6,1,0,10,10,0.1778,0,0,2,0,0.1778,0
2636,656,3,18,2,0,6,0,3,11,12,0.0,2,1,2,0,0.0,1
4864,2994,2,21,3,3,17,5,9,6,9,0.3444,0,3,2,2,0.3444,2
2656,1190,5,12,0,3,13,0,7,5,11,0.0889,2,4,3,0,0.1156,2
3155,3206,3,23,1,0,16,5,2,2,3,0.5,1,0,2,1,0.5,2
2821,644,1,5,2,1,11,4,2,10,12,0.0,0,1,2,0,0.0,0
2606,1505,3,33,2,0,10,2,3,6,5,0.7556,0,0,2,1,0.7556,2
4702,829,3,14,2,2,16,4,4,8,10,0.1778,0,1,1,0,0.1245,1
4578,3847,3,27,0,1,9,1,3,12,2,0.3333,0,2,2,1,0.3333,1
1807,721,1,23,2,0,12,5,0,9,1,0.1667,0,1,2,0,0.1667,1
2362,3323,3,31,2,1,11,2,2,11,11,0.0889,2,5,3,0,0.1156,2
1928,1522,1,10,3,1,11,4,4,2,3,0.5,1,1,2,1,0.5,2
2301,2256,1,6,0,3,7,1,6,5,2,0.3333,2,5,3,0,0.4333,2
4342,1009,4,4,3,3,15,2,6,0,12,0.0,0,4,2,0,0.0,2
1480,1516,5,18,0,0,18,5,3,6,4,0.6667,0,4,2,0,0.6667,2
3687,663,5,12,1,3,18,3,9,7,2,0.3333,0,0,2,0,0.3333,2
4718,1061,5,18,2,1,17,3,4,0,1,0.1667,0,1,1,0,0.1167,1
4927,1197,4,17,2,0,16,4,3,5,1,0.1667,2,4,3,0,0.2167,2
4635,3800,2,29,2,3,9,1,7,6,8,0.5111,0,0,2,1,0.5111,1
2144,2893,5,15,2,3,18,4,6,4,6,0.8444,1,1,2,0,0.8444,2
603,2866,5,8,2,3,18,3,7,1,12,0.0,0,4,2,0,0.0,2
939,2461,3,17,3,2,16,4,5,3,6,0.8444,1,0,2,1,0.8444,2
3321,913,2,22,0,3,11,2,9,3,3,0.5,1,0,2,1,0.5,2
3901,3996,1,14,2,1,13,5,3,4,1,0.1667,1,1,2,0,0.1667,1
4076,1103,3,28,3,1,9,1,5,3,9,0.3444,1,3,2,2,0.3444,2
1983,3213,3,20,3,1,11,2,4,7,4,0.6667,0,0,2,0,0.6667,2
4849,752,1,18,2,1,3,0,5,1,8,0.5111,0,2,2,1,0.5111,2
4330,2099,1,14,0,1,3,0,2,10,5,0.7556,0,0,2,0,0.7556,2
779,578,2,5,3,0,10,3,1,6,10,0.1778,0,4,2,0,0.1778,1
4440,2482,1,14,0,0,2,0,3,12,2,0.3333,0,0,2,0,0.3333,1
1385,2698,5,3,0,2,16,2,7,12,4,0.6667,0,1,2,0,0.6667,2
4973,2994,2,6,0,3,11,2,7,6,11,0.0889,0,0,2,1,0.0889,1
4085,806,4,29,2,2,16,3,6,0,3,0.5,0,2,1,1,0.35,2
3304,1727,4,29,3,3,15,2,8,0,1,0.1667,0,2,1,1,0.1167,1
3938,1648,4,29,3,2,10,0,4,1,12,0.0,0,1,2,0,0.0,1
2111,3030,3,6,0,0,14,4,2,2,2,0.3333,1,5,3,0,0.4333,2
2204,1394,3,18,2,3,15,3,9,11,2,0.3333,2,5,3,0,0.4333,2
4288,807,1,15,0,3,11,3,6,5,12,0.0,2,4,3,0,0.0,2
1699,1614,2,17,3,0,10,3,1,4,2,0.3333,1,5,3,0,0.4333,2
4812,3168,4,21,0,1,13,2,2,5,8,0.5111,2,4,3,0,0.6644,2
4806,3306,4,31,2,2,18,4,7,7,12,0.0,0,0,2,0,0.0,1
3299,3281,4,10,0,3,15,2,8,2,6,0.8444,1,1,2,1,0.8444,2
1109,1760,4,16,2,2,16,3,7,1,6,0.8444,0,2,2,1,0.8444,2
2801,3117,2,8,2,1,15,5,4,6,1,0.1667,0,0,2,1,0.1667,1
1754,1608,4,17,3,0,10,1,3,10,4,0.6667,0,4,2,0,0.6667,2
4696,1548,4,15,0,0,18,5,3,11,4,0.6667,2,5,3,0,0.8667,2
4854,1311,2,14,2,3,15,4,9,6,2,0.3333,0,0,2,1,0.3333,1
4270,813,5,14,3,0,14,2,2,11,5,0.7556,2,5,3,0,0.9823,2
1647,613,2,15,0,0,10,3,0,2,6,0.8444,1,1,2,1,0.8444,2
4132,3350,4,14,3,1,17,4,2,0,1,0.1667,0,0,1,0,0.1167,1
4887,928,1,33,1,1,7,2,5,9,12,0.0,0,2,2,1,0.0,1
4953,2715,1,11,1,3,11,3,9,3,4,0.6667,1,0,2,1,0.6667,2
2882,1353,1,14,1,3,15,5,9,4,12,0.0,1,4,2,0,0.0,1
3636,1297,2,19,1,3,17,5,9,8,4,0.6667,0,0,0,0,0.2667,1
3984,2049,1,27,3,3,7,1,6,12,4,0.6667,0,4,2,0,0.6667,2
4843,1008,2,10,1,3,7,0,7,3,9,0.3444,1,3,2,2,0.3444,2
3420,3429,5,10,1,2,16,2,5,3,4,0.6667,1,2,2,2,0.6667,2
1046,2068,3,4,0,3,18,5,9,10,2,0.3333,0,4,2,0,0.3333,2
681,2146,4,8,0,1,11,1,4,13,5,0.7556,0,1,2,0,0.7556,2
3136,3669,2,10,3,0,12,4,3,1,4,0.6667,0,1,2,0,0.6667,2
4537,497,1,10,1,0,8,3,0,7,7,0.6778,0,2,2,1,0.6778,2
4659,2547,2,18,1,0,12,4,2,7,9,0.3444,0,0,2,0,0.3444,1
4030,1606,5,14,0,3,18,4,9,6,1,0.1667,0,0,2,1,0.1667,1
3477,2682,2,7,1,3,17,5,9,10,10,0.1778,0,1,2,0,0.1778,2
711,1277,3,9,2,3,18,5,9,6,2,0.3333,0,2,2,2,0.3333,2
4262,2816,4,33,3,1,9,0,2,7,3,0.5,0,0,2,0,0.5,2
1004,3680,3,36,0,0,6,0,1,7,11,0.0889,0,0,2,0,0.0889,0
2739,3758,4,14,3,1,18,5,3,6,2,0.3333,0,3,2,2,0.3333,2
3964,1170,4,28,1,3,18,4,6,7,11,0.0889,0,0,2,0,0.0889,1
1516,1683,1,28,0,2,10,3,6,0,4,0.6667,0,2,1,1,0.4667,2
4569,3792,4,30,2,2,18,5,5,1,6,0.8444,0,1,2,0,0.8444,2
658,2546,2,7,3,2,6,0,6,2,2,0.3333,1,4,2,0,0.3333,2
3956,716,3,26,1,0,10,2,1,0,11,0.0889,0,2,1,1,0.0622,1
4218,2332,3,17,1,0,8,1,3,6,11,0.0889,0,1,2,0,0.0889,0
1686,2391,1,7,1,3,15,5,6,13,9,0.3444,0,0,2,0,0.3444,2
665,2619,5,12,1,1,17,3,5,6,8,0.5111,0,4,2,0,0.5111,2
2173,3559,4,27,0,0,14,3,1,12,10,0.1778,0,1,2,0,0.1778,1
1407,2101,3,18,1,1,9,1,5,10,4,0.6667,0,4,2,0,0.6667,2
964,3890,4,18,0,1,13,2,3,7,7,0.6778,0,2,2,1,0.6778,2
4272,2920,4,17,3,2,18,5,5,3,3,0.5,1,3,2,2,0.5,2
1410,3752,5,12,3,1,13,1,2,6,5,0.7556,0,1,2,0,0.7556,2
1813,2892,5,14,1,2,14,1,6,13,12,0.0,0,4,2,0,0.0,2
2902,3194,4,21,3,3,13,1,6,9,5,0.7556,0,2,2,1,0.7556,2
3129,3081,5,13,0,0,12,1,3,10,12,0.0,0,1,2,0,0.0,1
4059,733,3,27,2,1,13,3,5,11,6,0.8444,2,5,3,0,1.0,2
1502,2065,2,10,1,3,11,2,9,3,7,0.6778,1,3,2,2,0.6778,2
2786,3405,3,27,1,1,9,1,3,1,12,0.0,0,3,2,2,0.0,1
2400,3220,4,23,1,0,18,5,2,7,4,0.6667,0,2,2,1,0.6667,2
1869,1821,5,36,3,2,18,4,4,2,9,0.3444,1,1,2,1,0.3444,2
1007,2211,5,5,2,3,17,2,6,9,6,0.8444,0,2,2,1,0.8444,2
900,3967,1,21,1,1,7,2,5,9,10,0.1778,0,4,2,0,0.1778,1
3421,2751,2,5,2,3,17,5,7,10,2,0.3333,0,2,2,1,0.3333,2
4132,3077,1,20,1,2,14,5,4,8,6,0.8444,0,1,1,0,0.5911,2
4190,1831,5,15,3,0,18,5,2,4,4,0.6667,1,5,3,0,0.8667,2
2148,3060,3,12,2,3,9,0,7,6,2,0.3333,0,4,2,0,0.3333,2
4809,974,3,18,1,1,15,4,5,1,4,0.6667,0,1,2,0,0.6667,2
718,3889,1,28,3,1,3,0,3,0,2,0.3333,0,1,1,0,0.2333,1
4239,1153,1,17,2,0,10,4,0,4,3,0.5,1,4,2,0,0.5,2
2824,2993,4,8,0,2,12,1,5,8,12,0.0,0,0,0,0,0.0,1
4599,2634,5,35,0,1,11,0,2,11,1,0.1667,2,5,3,0,0.2167,2
1330,3527,1,35,2,2,10,3,4,1,7,0.6778,0,1,2,0,0.6778,2
2018,3315,3,13,3,0,12,3,3,7,12,0.0,0,1,2,0,0.0,1
937,3972,4,8,1,2,16,3,7,10,9,0.3444,0,2,2,1,0.3444,2
2134,3442,2,10,1,2,6,0,6,6,5,0.7556,0,3,2,2,0.7556,2
3129,2432,5,16,1,0,18,5,0,1,4,0.6667,0,1,2,0,0.6667,2
4014,2830,2,28,3,0,8,2,1,0,12,0.0,0,2,1,1,0.0,0
1789,1324,2,24,3,1,7,1,2,4,3,0.5,1,1,2,0,0.5,2
3195,683,1,17,3,0,10,4,3,13,3,0.5,0,2,2,1,0.5,2
3540,870,4,6,1,3,15,2,9,7,2,0.3333,0,4,3,0,0.4333,2
3152,646,4,34,1,2,10,0,4,0,7,0.6778,0,1,1,0,0.4745,2
4284,2488,3,25,2,1,7,0,2,9,12,0.0,0,0,2,1,0.0,1
4208,2703,5,12,2,3,18,3,6,12,1,0.1667,0,4,2,0,0.1667,2
832,724,5,22,1,0,10,0,0,4,11,0.0889,1,4,2,0,0.0889,1
3219,1981,3,10,0,2,10,1,6,5,3,0.5,2,5,3,0,0.65,2
4443,3550,1,18,0,1,11,4,3,4,5,0.7556,1,1,2,0,0.7556,2
4771,1834,2,17,1,2,14,4,5,6,8,0.5111,0,4,2,0,0.5111,2
3185,2281,1,28,3,3,9,2,6,7,5,0.7556,0,0,2,0,0.7556,2
4626,2220,1,18,3,2,8,2,4,11,2,0.3333,2,5,3,0,0.4333,2
913,2526,5,17,2,3,15,1,8,0,2,0.3333,0,2,1,1,0.2333,2
3942,1964,3,34,3,3,18,5,6,8,9,0.3444,0,1,1,0,0.2411,1
1116,1405,1,16,2,0,10,4,0,0,10,0.1778,0,2,1,1,0.1245,0
2875,3420,5,14,1,1,13,1,4,0,3,0.5,0,4,2,0,0.5,2
4895,1891,3,33,1,0,8,1,2,2,6,0.8444,1,4,2,0,0.8444,2
4932,3893,5,22,0,0,10,0,1,7,1,0.1667,0,4,3,0,0.2167,2
4202,2919,3,17,1,0,16,5,1,1,7,0.6778,0,4,2,0,0.6778,2
4338,1131,2,14,0,0,4,0,2,6,8,0.5111,0,2,2,2,0.5111,2
3237,700,4,15,3,0,12,2,1,0,7,0.6778,0,4,2,0,0.6778,2
3192,2853,4,22,3,2,14,2,6,9,10,0.1778,0,0,2,1,0.1778,1
1278,478,5,23,0,2,18,4,5,6,9,0.3444,0,0,2,1,0.3444,1
3078,1168,2,16,3,1,15,5,5,3,9,0.3444,1,3,2,2,0.3444,2
1350,3913,4,7,1,1,15,3,5,3,5,0.7556,1,3,2,2,0.7556,2
3290,1998,1,9,1,0,6,2,0,4,1,0.1667,1,5,3,0,0.2167,1
1350,940,1,18,2,2,12,4,4,5,10,0.1778,2,4,3,0,0.2311,2
3904,3036,4,15,1,1,9,0,5,6,11,0.0889,0,1,2,0,0.0889,1
2614,2335,3,13,3,1,17,5,2,3,1,0.1667,1,3,2,2,0.1667,2
1374,1386,1,17,1,2,10,3,6,10,11,0.0889,0,0,2,0,0.0889,0
3577,2881,3,29,3,0,14,4,2,0,2,0.3333,0,1,1,0,0.2333,1
4232,3540,2,29,3,2,14,4,4,0,10,0.1778,0,2,1,1,0.1245,1
4608,893,4,25,3,0,10,1,3,4,6,0.8444,1,0,2,1,0.8444,2
4047,819,1,10,1,3,5,0,8,1,2,0.3333,0,4,2,0,0.3333,1
4445,3051,1,14,1,2,4,0,6,12,11,0.0889,0,2,2,1,0.0889,1
3783,2758,4,18,3,2,16,3,5,6,9,0.3444,0,1,2,0,0.3444,2
3876,2104,3,17,2,0,8,1,3,5,3,0.5,2,5,3,0,0.65,2
3353,2295,1,15,0,2,12,4,4,11,4,0.6667,2,4,3,0,0.8667,2
1838,2793,2,16,0,0,6,1,1,6,6,0.8444,0,1,2,0,0.8444,2
4484,1768,5,11,2,2,18,5,6,1,3,0.5,0,3,2,2,0.5,2
942,3774,1,10,1,2,10,3,6,0,7,0.6778,0,1,1,0,0.4745,2
3974,3095,5,20,0,2,12,0,6,3,6,0.8444,1,3,2,2,0.8444,2
865,1833,5,20,2,0,10,0,1,7,11,0.0889,0,2,2,1,0.0889,1
4214,2142,5,18,1,0,10,0,1,9,10,0.1778,0,0,2,1,0.1778,1
861,1832,3,34,2,1,13,3,3,2,5,0.7556,1,5,3,0,0.9823,2
4605,1841,1,29,0,3,5,0,9,0,10,0.1778,0,1,1,0,0.1245,1
2247,2893,4,17,0,2,14,2,6,8,11,0.0889,0,5,1,0,0.0622,1
3150,2798,3,21,2,3,17,4,6,8,6,0.8444,0,1,1,0,0.5911,2
3860,409,2,21,0,2,8,1,7,9,11,0.0889,0,0,2,1,0.0889,1
1434,1699,3,30,1,2,14,3,4,1,12,0.0,0,4,2,0,0.0,1
1938,999,1,18,0,3,15,5,7,10,10,0.1778,0,0,2,0,0.1778,1
1044,2880,5,24,0,3,18,5,8,6,9,0.3444,0,0,2,1,0.3444,2
4055,910,1,17,1,0,8,3,3,9,11,0.0889,0,0,2,1,0.0889,0
4274,974,5,11,3,3,18,4,8,0,5,0.7556,0,1,1,0,0.5289,2
1189,1564,2,14,3,1,9,2,2,7,5,0.7556,0,0,2,0,0.7556,2
1825,1045,1,25,1,1,11,4,3,6,4,0.6667,0,2,2,2,0.6667,2
2548,3734,2,19,0,0,14,5,3,7,2,0.3333,0,0,2,0,0.3333,1
2789,2340,2,26,2,0,12,4,2,4,9,0.3444,1,5,3,0,0.4477,2
2820,1404,5,19,0,2,18,3,4,0,9,0.3444,0,4,2,0,0.3444,2
1305,1072,2,15,1,3,15,4,6,3,9,0.3444,1,3,2,2,0.3444,2
4358,3529,5,14,3,2,18,3,4,2,4,0.6667,1,0,2,1,0.6667,2
4570,3587,2,22,1,1,15,5,2,12,8,0.5111,0,2,2,1,0.5111,2
4004,1486,4,15,2,3,15,2,7,12,10,0.1778,0,0,2,0,0.1778,1
3639,3448,3,25,2,3,18,5,6,4,9,0.3444,1,4,2,0,0.3444,2
2175,1661,5,7,2,1,17,3,5,8,5,0.7556,0,1,1,0,0.5289,2
3977,964,4,20,2,2,10,0,5,4,11,0.0889,1,5,3,0,0.1156,2
1482,959,1,24,1,3,11,3,8,4,3,0.5,1,1,2,0,0.5,2
1295,921,1,5,1,3,13,4,8,11,4,0.6667,2,4,3,0,0.8667,2
1443,3661,4,27,3,0,12,2,2,8,12,0.0,0,0,0,0,0.0,0
3114,970,5,5,3,3,18,5,6,3,12,0.0,1,0,2,1,0.0,2
646,3945,4,21,0,0,18,5,3,3,4,0.6667,1,3,2,2,0.6667,2
2604,3015,5,7,1,3,15,1,7,11,9,0.3444,2,5,3,0,0.4477,2
1835,3129,5,12,1,0,12,1,3,2,1,0.1667,1,4,2,0,0.1667,2
2385,2555,1,11,2,2,10,3,5,10,9,0.3444,0,4,2,0,0.3444,2
2431,2994,3,32,3,3,17,4,8,1,2,0.3333,0,1,2,0,0.3333,2
3675,550,2,19,1,3,9,1,9,6,1,0.1667,0,1,2,0,0.1667,1
4819,2960,3,20,2,3,18,5,6,6,4,0.6667,0,2,2,2,0.6667,2
3683,3689,2,10,3,3,9,1,7,4,2,0.3333,1,5,3,0,0.4333,2
2593,1547,5,20,0,2,18,4,5,3,9,0.3444,1,2,2,2,0.3444,2
1358,754,5,11,2,0,10,0,1,6,11,0.0889,0,2,2,2,0.0889,1
4217,3718,4,25,2,1,11,1,2,6,10,0.1778,0,0,2,1,0.1778,1
2676,1364,2,32,3,2,10,2,7,2,10,0.1778,1,1,2,1,0.1778,1
1926,1176,1,12,2,2,8,2,6,7,1,0.1667,0,4,3,0,0.2167,1
1553,3539,3,22,3,1,15,4,2,10,11,0.0889,0,0,2,0,0.0889,1
1388,3858,3,11,3,2,8,0,5,10,11,0.0889,0,0,2,0,0.0889,1
725,1822,4,24,0,1,17,4,2,0,2,0.3333,0,2,1,1,0.2333,1
4902,1327,5,25,2,2,18,4,5,0,8,0.5111,0,2,1,1,0.3578,2
1055,2560,1,15,2,1,7,2,3,6,6,0.8444,0,3,2,2,0.8444,2
625,3040,2,13,1,2,8,1,6,10,5,0.7556,0,2,2,1,0.7556,2
1166,2707,1,29,0,2,12,4,7,4,3,0.5,1,4,2,0,0.5,2
3405,3714,1,33,3,3,5,0,7,10,2,0.3333,0,2,2,1,0.3333,1
4197,1813,2,36,2,2,8,1,7,6,11,0.0889,0,0,2,1,0.0889,0
4967,2523,2,4,0,1,15,5,5,2,2,0.3333,1,4,2,0,0.3333,2
654,706,5,15,0,3,13,0,6,8,5,0.7556,0,0,0,0,0.3022,2
1899,2082,5,6,0,0,12,1,1,8,1,0.1667,0,4,1,0,0.1167,2
4512,442,2,17,2,2,12,3,5,0,9,0.3444,0,2,1,1,0.2411,1
4784,1506,2,10,1,1,11,3,4,6,5,0.7556,0,3,2,2,0.7556,2
3138,2064,3,18,3,2,14,3,6,13,12,0.0,0,0,2,0,0.0,1
3736,1631,1,16,0,3,11,3,9,2,1,0.1667,1,5,3,0,0.2167,2
2042,3861,5,23,1,0,14,2,3,8,8,0.5111,0,0,0,0,0.2044,1
4158,2941,3,28,2,0,12,3,0,0,1,0.1667,0,2,1,1,0.1167,1
2004,2729,1,11,1,3,15,5,6,0,11,0.0889,0,0,1,0,0.0622,1
2244,3216,3,17,1,1,15,4,5,0,9,0.3444,0,1,1,0,0.2411,1
3524,2431,2,15,2,0,6,1,0,1,12,0.0,0,3,2,2,0.0,1
4332,1362,3,25,3,1,15,4,4,10,8,0.5111,0,2,2,1,0.5111,2
3210,886,3,20,0,1,9,1,3,10,4,0.6667,0,4,2,0,0.6667,2
2575,2684,4,27,1,2,12,1,4,2,6,0.8444,1,0,2,1,0.8444,2
2969,1362,3,3,3,0,6,0,2,0,2,0.3333,0,2,1,1,0.2333,2
2238,3629,1,33,0,0,10,4,0,9,12,0.0,0,4,2,0,0.0,0
2321,2378,1,18,0,0,6,2,0,0,8,0.5111,0,1,1,0,0.3578,1
3874,402,1,24,1,0,4,1,2,1,10,0.1778,0,1,2,0,0.1778,0
2378,730,5,29,1,2,12,0,4,8,8,0.5111,0,0,0,0,0.2044,1
1068,1240,2,7,0,2,14,4,4,3,5,0.7556,1,3,2,2,0.7556,2
1485,3711,1,26,2,1,11,4,4,10,12,0.0,0,0,2,0,0.0,0
3873,2259,5,17,2,2,18,4,4,0,1,0.1667,0,1,1,0,0.1167,1
4672,1626,3,14,3,0,6,0,0,13,3,0.5,0,4,2,0,0.5,2
3196,1821,4,33,2,0,10,1,3,0,4,0.6667,0,1,1,0,0.4667,2
2328,3092,3,27,3,2,12,2,5,9,2,0.3333,0,0,2,1,0.3333,1
3039,1749,3,10,0,2,10,1,7,6,3,0.5,0,0,2,1,0.5,2
4439,977,3,26,1,2,10,1,5,0,1,0.1667,0,4,2,0,0.1667,1
2938,1640,5,8,0,0,18,4,0,10,9,0.3444,0,2,2,1,0.3444,2
4689,3070,4,11,2,2,14,2,5,13,4,0.6667,0,2,2,1,0.6667,2
3302,2657,4,13,2,0,12,2,2,6,3,0.5,0,0,2,1,0.5,2
4928,1192,1,28,1,2,12,4,4,11,4,0.6667,2,1,2,0,0.6667,2
2914,3849,4,21,3,0,14,3,3,6,9,0.3444,0,1,2,0,0.3444,1
1029,2734,3,10,3,3,13,2,8,2,12,0.0,1,0,2,1,0.0,2
1816,2974,2,24,2,0,4,0,2,13,3,0.5,0,0,2,0,0.5,1
1689,687,3,24,1,0,12,3,3,12,10,0.1778,0,2,2,1,0.1778,1
4025,609,1,14,3,2,14,5,4,6,3,0.5,0,2,2,2,0.5,2
2401,3718,2,13,2,0,4,0,1,0,6,0.8444,0,1,1,0,0.5911,2
2427,3217,1,36,3,3,13,4,9,8,10,0.1778,0,5,1,0,0.1245,1
3163,2876,2,15,0,2,8,1,4,6,5,0.7556,0,1,2,0,0.7556,2
4021,3093,5,20,1,3,18,3,6,4,1,0.1667,1,1,2,0,0.1667,2
4088,3310,5,28,0,2,12,0,4,9,3,0.5,0,0,2,1,0.5,2
2782,2889,4,16,1,1,11,1,2,1,9,0.3444,0,4,2,0,0.3444,2
3093,3755,4,14,3,0,8,0,2,6,3,0.5,0,1,2,0,0.5,2
2804,564,5,15,3,0,14,2,1,2,9,0.3444,1,1,2,1,0.3444,2
2570,1624,1,6,3,0,10,4,1,4,2,0.3333,1,3,2,2,0.3333,2
3338,599,1,6,0,2,14,5,4,6,6,0.8444,0,1,2,0,0.8444,2
2850,3185,3,19,0,0,8,1,0,5,10,0.1778,2,5,3,0,0.2311,2
2335,2617,2,22,3,2,16,5,7,1,3,0.5,0,1,2,0,0.5,2
730,3494,3,23,1,3,13,2,6,4,5,0.7556,1,3,2,2,0.7556,2
4645,3794,4,10,2,1,15,3,4,1,1,0.1667,0,4,2,0,0.1667,2
1699,2993,5,30,3,0,18,5,0,6,2,0.3333,0,3,2,2,0.3333,2
3651,1977,3,35,3,3,15,3,6,3,5,0.7556,1,3,2,2,0.7556,2
4632,2103,3,31,3,2,14,3,4,10,5,0.7556,0,4,2,0,0.7556,2
4537,2435,4,24,2,2,14,2,7,8,5,0.7556,0,0,0,0,0.3022,2
4284,3025,5,10,1,1,18,4,5,0,6,0.8444,0,0,1,0,0.5911,2
1648,1767,4,6,2,1,15,3,3,7,5,0.7556,0,2,2,1,0.7556,2
2468,3715,3,15,1,2,10,1,4,11,10,0.1778,2,5,3,0,0.2311,2
614,3043,1,32,0,3,9,2,7,9,10,0.1778,0,4,2,0,0.1778,1
2319,2018,4,17,1,0,8,0,0,12,12,0.0,0,0,2,0,0.0,1
4559,2242,5,31,0,0,10,0,3,4,2,0.3333,1,4,2,0,0.3333,2
3315,3843,2,20,0,3,15,4,9,3,1,0.1667,1,3,2,2,0.1667,2
2802,1912,5,12,3,3,15,1,7,8,2,0.3333,0,1,1,0,0.2333,2
1722,3097,2,12,3,0,12,4,1,3,9,0.3444,1,2,2,2,0.3444,2
4646,3589,5,15,2,1,17,3,3,4,3,0.5,1,3,2,2,0.5,2
1379,727,1,35,0,0,4,1,2,11,2,0.3333,2,5,3,0,0.4333,2
1051,3231,1,18,3,2,4,0,5,12,8,0.5111,0,2,2,1,0.5111,2
4898,1005,4,11,3,2,12,1,7,10,1,0.1667,0,2,2,1,0.1667,2
2326,3835,3,28,2,1,17,5,5,1,5,0.7556,0,3,2,2,0.7556,2
2902,1087,4,35,3,0,16,4,2,10,5,0.7556,0,0,2,0,0.7556,2
2069,1865,2,11,1,2,10,2,4,10,11,0.0889,0,2,2,1,0.0889,1
725,2492,1,7,1,2,12,4,4,3,3,0.5,1,3,2,2,0.5,2
4884,1509,3,26,2,1,9,1,2,7,5,0.7556,0,0,2,0,0.7556,2
861,2184,2,14,1,2,6,0,5,10,2,0.3333,0,0,2,0,0.3333,1
3429,1940,4,19,1,1,18,5,2,11,7,0.6778,2,5,3,0,0.8811,2
2473,2166,3,24,2,2,10,1,7,10,4,0.6667,0,4,2,0,0.6667,2
1387,3277,5,18,3,0,18,5,1,10,11,0.0889,0,0,2,0,0.0889,1
3374,2617,2,18,3,2,8,1,6,2,5,0.7556,1,5,3,0,0.9823,2
1468,927,2,6,0,2,8,1,7,4,8,0.5111,1,4,2,0,0.5111,2
3637,3533,4,20,2,0,12,2,2,6,9,0.3444,0,2,2,2,0.3444,2
1538,3328,3,23,1,3,15,3,9,10,7,0.6778,0,0,2,0,0.6778,2
956,522,2,28,2,1,9,2,3,1,7,0.6778,0,1,2,0,0.6778,2
1157,3202,2,25,0,2,12,3,4,3,12,0.0,1,3,2,2,0.0,2
3982,1803,1,23,1,3,9,2,7,10,4,0.6667,0,2,2,1,0.6667,2
1863,3543,4,10,0,3,18,4,8,1,9,0.3444,0,1,2,0,0.3444,2
2882,3891,1,24,0,1,5,1,4,6,11,0.0889,0,1,2,0,0.0889,0
4696,2540,1,12,1,1,13,5,3,5,6,0.8444,2,5,3,0,1.0,2
3778,3856,5,8,0,1,13,1,3,9,4,0.6667,0,4,2,0,0.6667,2
2863,2879,5,13,1,2,18,3,5,12,7,0.6778,0,4,2,0,0.6778,2
2324,1485,5,24,3,2,18,4,6,9,1,0.1667,0,4,2,0,0.1667,1
1989,2855,2,17,3,3,13,3,9,7,10,0.1778,0,0,2,0,0.1778,1
2176,3193,4,12,1,3,15,2,8,5,9,0.3444,2,4,3,0,0.4477,2
3149,1600,1,12,1,1,13,5,2,7,7,0.6778,0,2,2,1,0.6778,2
4953,2122,4,11,0,3,18,4,6,0,3,0.5,0,1,1,0,0.35,2
2171,2570,1,24,1,3,5,0,9,11,11,0.0889,2,4,3,0,0.1156,2
3528,598,1,18,1,0,4,1,3,8,3,0.5,0,0,0,0,0.2,1
1982,2135,1,34,2,1,11,4,3,10,11,0.0889,0,0,2,0,0.0889,0
4345,1472,5,27,0,2,12,0,5,4,8,0.5111,1,4,2,0,0.5111,2
1723,1898,1,32,1,3,9,2,9,6,2,0.3333,0,1,2,0,0.3333,1
2238,2284,1,16,0,1,5,1,2,6,5,0.7556,0,0,2,1,0.7556,1
1480,3652,5,24,2,3,18,5,9,5,11,0.0889,2,5,3,0,0.1156,2
1352,2031,3,18,1,1,15,4,3,6,10,0.1778,0,0,2,1,0.1778,1
3364,1325,5,17,2,2,18,5,6,3,12,0.0,1,0,2,1,0.0,2
1552,1304,2,26,2,1,15,5,2,9,12,0.0,0,4,2,0,0.0,1
3043,616,1,32,3,3,13,4,9,2,8,0.5111,1,5,3,0,0.6644,2
2208,412,3,25,3,1,7,0,5,9,12,0.0,0,4,2,0,0.0,1
2225,2534,1,14,1,2,4,0,4,6,5,0.7556,0,2,2,2,0.7556,2
2124,2088,3,32,1,3,11,1,6,0,2,0.3333,0,2,1,1,0.2333,1
3527,1154,2,4,1,3,13,3,6,3,1,0.1667,1,1,2,1,0.1667,2
2984,839,5,10,0,1,15,2,5,3,11,0.0889,1,3,2,2,0.0889,2
2938,701,5,22,1,3,18,3,7,2,12,0.0,1,0,2,1,0.0,2
2619,3375,3,11,0,3,9,0,9,3,5,0.7556,1,3,2,2,0.7556,2
1336,1720,2,6,3,2,12,3,4,6,5,0.7556,0,3,2,2,0.7556,2
1190,3412,2,21,1,2,10,2,7,0,12,0.0,0,1,1,0,0.0,1
4576,2659,1,28,1,2,12,4,5,6,5,0.7556,0,2,2,2,0.7556,2
2243,1454,2,17,3,2,6,0,6,4,4,0.6667,1,1,2,0,0.6667,2
2286,2399,5,20,0,3,13,0,9,6,6,0.8444,0,0,2,1,0.8444,2
1065,2113,3,30,2,2,16,4,4,1,3,0.5,0,1,2,0,0.5,2
762,2588,2,19,0,2,12,3,4,6,9,0.3444,0,0,2,1,0.3444,1
4662,3347,3,10,0,1,17,5,5,8,9,0.3444,0,0,0,0,0.1378,2
3377,1523,3,18,2,3,18,5,8,9,12,0.0,0,2,2,1,0.0,1
